2523	12	5	10.39
248	3254	4	42.53
772	159	5	28.93
299	267	3	13.66
169	14	53	7.51
109	1724	3	10.26
165	478	4	17.58
166	102	68	81.92
134	761	4	16.06
3895	125	6	49.89
3669	340	5	61.93
135	169	7	7.54
440	1096	5	51.41
508	14	35	75.36
115	770	3	6.28
107	2433	7	41.54
540	333	3	20.33
2992	1921	3	44.38
197	378	6	33.35
229	132	5	7.1
255	159	3	6.15
233	137	26	122.19
173	281	3	8.43
205	777	3	17.88
168	163	26	117.13
3256	127	7	58.83
166	135	11	17.89
225	283	3	11.3
735	12	38	142.06
122	10365	4	42.23
2781	101	4	11.11
102	8381	3	15.35
8200	103	4	26.54
431	412	10	93.96
117	632	3	5.96
120	268	13	34.7
196	1008	6	47.3
378	148	3	7.51
107	2410	6	33.42
101	10459	3	17.27
1482	103	3	4.7
297	148	3	5.58
114	1845	3	11.34
118	301	5	6.15
141	1010	3	12.73
101	676	16	40.44
1265	12	9	16.43
180	615	6	38.13
274	187	21	145.19
212	1150	3	21.06
3646	306	3	32.4
1445	12	5	5.28
103	1135	4	6.42
126	120	39	45.84
756	2	5	14.58
124	5906	3	23.54
2978	14	6	14.79
3478	246	3	30.39
105	4443	3	15.34
101	1292	4	5.23
3203	14	4	7.06
200	551	3	15.37
116	1309	4	15.75
6479	12	5	22.81
111	3507	8	61.11
197	148	6	11.08
3624	102	3	8.45
4132	14	4	9.59
202	1936	3	23.83
262	113	7	8.14
349	135	17	86.13
193	337	3	11.53
222	16	11	20.64
111	2362	8	51.62
4945	101	5	24.04
147	415	3	7.89
714	554	3	26.42
117	7443	4	33.6
12804	103	3	23.63
122	249	10	20.58
123	1036	5	22.82
16	653	3	6.88
178	610	4	21.74
624	103	5	4.5
16	420	8	24.84
3691	101	11	68.57
1270	125	5	25.79
105	2391	3	10.86
3154	101	5	17.64
2131	14	4	4.11
9154	14	3	10.91
176	1263	5	37.54
5413	101	5	25.77
274	645	3	19.84
2467	1973	3	43.25
362	219	5	27.14
101	973	7	12.27
155	520	4	17
1140	106	5	17.62
1593	12	5	6
2334	125	4	24
205	4240	4	41.96
10167	1577	4	78.08
138	5782	3	24.45
4858	12	3	7.69
108	1775	3	10.23
2027	14	5	6.6
3534	103	3	9.98
111	2012	16	126.33
106	142	177	657.46
227	352	6	35.05
117	2630	3	14.86
496	4538	6	87.87
533	107	14	53.78
101	8314	4	24
101	884	5	5.01
3379	638	4	53.11
512	102	7	4.77
